tic,Sonderincentive
d27f5d9a21fc10b68fcd840f31816a77,0
f4fdb82ed1107f0628f387e651b4fd2a,10
8c09e1ca290db01a178630210ca5b2e8,0
3d09e3bd32e01715be52aba28ce2d57b,0
5c290f0731d83d3ee624363863dfb4d7,10
ad083aa2160712ec47d8698ab88c21f0,10
d8f5301aeb7245f2bfd5eb9da5eb9b3e,10
600238dd57cad355ed732f3a0f67d20e,10
872ac668903a7ef1aaf28b52ab24cd8d,0
eec193c3dafc3a753ac79eac89f60f29,0
804131e707b4aa1b4ccd4564e9664ff5,0
01c4f6a51f1a756640eaa8c97302edc8,0
2052f5cc3d7b453e0c9e887c5b36f17e,10
ad5ac1b7f8aa8899c827d5cdcbb53c23,0
d884095c481ec3f772f328b4809f316d,0
cc9275881695e6ace4bb21df8176f753,0
cd5a05127a5c73251a4a14b6bb4e9239,10
a71fd1393d40a5df7a872fa2c3aa9e2d,10
ce16762ffe63f6756cded30cadcc3a3e,10
647f8e6ad6a01840a98ea693af648a4b,0
7f2dd5fe95731e21dccacca8dacc6b98,0
618dbdc48117d96c7fc023086d38f27f,0
d0039201d7220d16f66aae463965a1c2,10
58c67df6570a6a28897d08c99247cd2c,0
88c6b48feccc454b360c09c08bf5d55b,10
cd5ba0341fd850407f7ade842fc1bac4,10
8fb753126e03bc62b7f60f46099d7292,0
43bb01606bffe86234ed0f6366e72239,10
8460c6cb8aae51665b8a5e531fafcec1,10
44d68048a93e5a01dc891e24d29074f4,10
2006bec281d07bf35a9b6f24ccd7fa71,0
23e75ba9abac61e67ee9cb3c7b5d9788,10
1f787df1102e596bc3448cdf566b48a2,10
687221818d63f051e62ec8d1f2f5fc3e,10
8b1e677b447a2b9002c4e12b926570aa,0
bb29cdcb12a3c52d13df6872f31b24f3,10
3ca7238a625b3536ca2f119354bbbc94,0
087437880b8aa89471084105b5ff7e17,10
a9a5e5c851d6e3c5aac26c22d55de664,10
4358614dc6c70c8580f1f08fca9a85a8,0
1188ba3f45f9d5554ffe663873536ec0,10
8179272109dfceb00720c755b958d482,0
88f5259652599fe79af243ad708832a7,10
e752620671475417ccddbff730dff7bb,0
d96a7ebf2f1bd50e1668a37d4c77dc8f,10
9b469d67fe82b00b9b8cdae725e5a7cc,10
6ad0e3cde8f1dfd49d4da49bd6b725c0,0
d5981b7ff1603e6cf8a96663085c77a0,0
8fd1ef75cec858abec93b57714f853df,0
6e25d53c5603e81fbbacfe31f8d8d868,10
11d2eb591a2edf58a5b63947a2b666c9,10
cb87b344b477a1a8c4c30e989a3f3b80,0
7ca38d70ca9d830aaccef3e726faaff7,0
73e282ff59e354dd5244c81939c54011,10
00456898f4e535292366028c06772d3c,0
c68efbe9ab926d29356cf680d2c383b4,0
a16e938ac075c5f64143138c02b0eb40,0
c1f108a6d0da89e0ee547e05918e09e9,0
d1b2d6cfb09932ac00d9c7324eff2f03,0
70b403c39ed1ba83bbb369277635df8d,10
ae630636fe985c70da49aa124e2dd507,10
ae738c731dc8a35eb46cd1a32ebc60b0,10
41c88f92cc80439c4a5c085c9347d9c6,10
2dbf929c21a22f9467b0f69801381153,10
77b0de22776252dd65fc6fac7b2c5bca,0
6cc74bfebce0c5ce47d695742d65ad0e,10
1fead6478d495ebbfd2a9c5e605d05d3,0
42b84ad4de61dc37c40e720d71685653,10
325dc968367a730418f8605128284e68,10
a9fc19e35ee0c9af0cca4fd1e1891a11,10
655ec6423efc35e8014dad1d30a3cdc6,0
65d36b74074153b7a86d86c389250798,10
c954c56acc55f53fc34e9239f1f6f423,10
f86a9d39b6456d4e3533299294a88485,0
45be1f5e9ef98d7ba68577401ea7dbba,10
905a2c1194ccd6b14da155e7c124b97d,10
6e7f6ef50dfadb0e9cb2612d6bf32aa6,0
df1eaf8b5377a76a19aee30ac1608d29,10
020a8031a5c7d2d27d95ac0d470ad54b,10
4b1d7f80089b5a2a69612cff0ea9f27e,10
c76610324fd50fa9500830cdac5eb5a2,10
803d89474da2c2efe800fd34a5e6f6c4,10
7ee81b927a71e9d8a859e6ca1f19c763,10
082840fe1fe13b5138cc5bec7af492c2,10
e103e274ed0b328e8681c3089d3796d0,0
9c7379e9c979f897dccb0172d949c9eb,10
8ac102d1ee7bf7676cb5078a3b3d7f97,0
ceaaa9f32993aeb23fe127a36af99ad3,0
6c5c9c1db4daa746b217b088e044de50,10
ff097688d75f3f6d57c7a1dc32b7248e,0
86f4a8bb6aaa597db7346b835ab094e9,0
e8e9f00b94b07b49903fd3586147e1d1,10
2dae07e5f0ae4b21100282897b45533c,0
d58cea34f4864683b64093a2248be8a4,10
0947d33d6bfd178dea9b293bbf126ba2,0
4335762e98530f4998c3c702678c3746,0
eeda087154c4ef84b46ba0a38b0d1096,10
4e56b44efe095a7e7dd1fa7e7207dfb0,0
86a871be8f16dac59b5b54539993f57e,10
57a62ca54b1dc5815e3f5f2ccfeaf691,0
a40df5c8c5ccabaae041c66ce49df4fd,0
e207cfa03ccd584615daa0bd4431b557,0
e6657e037539e008535b28387c1a0217,0
69731c1f6d6af2731fbd10c01d483545,0
65ea414bd582d7d82a3e8ef3de9f55cd,0
27bf888d8483d10018a3575794c550c7,0
3c6abf4c2cbaf06a3e1253a5e6941eb8,10
7e835761398777230bbd264cfd980ad6,0
0bae6d742416ded57806dd7bb0dbe5b0,0
928388cf294bfaa30745aee577e83ad4,0
f50ec9fb377c25f51e448b6085c38392,0
080b7fdc78bd854a37afaf3819db533a,10
5649879ff7c3b23d7ad64de541e48041,10
d75b0bb81d8ae2000800dcc0d2092944,10
c4b28b6e214f58d999f17a6a9cd6073f,0
fa821f94b337787bc0575d1dd43e720a,10
b2c55f3b76bfe4fad6b1fdddc95752d3,10
01be5526c7fd385540dabed2cfb879a0,0
ec74350c5b402646950095619f535484,10
7ae0cbe0ac38617cd3d633c7076dc206,10
1f14f35f0babf5f66b2ca57ec3c8f035,10
0caff808f351c55790a4de118a25ddfc,10
647577ec8ed663f168e23d0d8b83f4a2,10
69d7143035d06350e1063f3144cdbdfc,0
e24b1f38161d998521cf0c99b4af861c,10
0b4f6ab6c33e8cb58ac2a9e21ecf3f54,10
93ca68fc4d072321c81fcecfa39b5b4b,0
4ab076344dd6c47b647574643a24fde3,10
e3ad826583e821fa5f0f32cd57b5b4f7,0
de10aacf8f9d575a2d4a110b38f4c16f,10
c696719617192937707d3a0833ca244f,10
57f9cd7d19cdd899c2e96f902e89ec8f,10
637f0de53f68d8c9651f98809bb39a51,0
714d045722f783874799d0b859fd336e,0
a847b924b17f18b3eb3e1aaa368d53ec,10
054f1d2a2591689051d1bb95652715a2,10
aaed76841f26e1a52e72665aae8b3284,0
ff6bab71fa16e61d739939969fde99f4,10
1c9ad6e34d56e7ce94e0d7b637799f0f,0
3607833102597652ee873a7929bfd443,10
92e99ba870030a1fcaba7bd8ac31638c,0
dc1694b9fce6f284e1a31d9f137f824c,0
c6b30989268f75ee523b710d5faf717e,10
344e6c806a6991f37f388e80155b688d,0
c2072edfe7a3f6187377b3b3eb3ebc86,10
6142d75b594bec53310f81b2879ac484,10
b783e5a2a2ec86fe4b5b4985c7d69898,10
b135c98ec5418c765f3b6506aa7f3b82,0
6fd31f5af7b729a0428cec52ed983c39,0
89e1fb08b81914674491e85c61b20556,10
21ce55d79c00d36cc0a587d081de7256,10
b42c1f92bd64bfddc8e5dede8b311589,10
e589b0a860abe28bef672448a334aa72,10
0af562df68368a9f083e0f9347f0db80,10
b5da7aa0d46d54e1a6e2a8809721bb62,10
c3158fc0d09efaa7aa3625791c5b91b9,0
209d1e17f84ccf56c6b2cb6c8cc23dfd,10
1fd884c9512c1042a496d056c9863a0a,0
9534c1e730e5fe6af4f3fac953c3bcac,0
39bce98ab2d071a3c2243bc56057dd93,10
fd15b3882fe9e3a491f055cff90039cb,10
7531c6bd529a559f95109436d31c13d1,10
1689df80f76acc54bc33e291e09c8f9b,10
3272f0581d0718f082a3d11652332949,10
623da1d0dbfd3d93687c228218311814,10
cfaf320922e25a7a66fce277c4bde626,10
fba9169a8673d233760f8b67b7b08810,10
abedc4d8e6254c45c42582acdfd73378,10
ab66e480a33f597f747f0aeac9606a2a,0
c7e102281520e4da295da7fdea7f1c49,0
4dbe57be67921889218a9b09f15af2bd,10
f4cdf302c6ec0fddc7442a83e75bb776,0
0f81045036598390371f842fced94e50,0
1f74886f1cfbd3c589728b97a284080f,10
292273918cac2bef610ea3784bd631f9,10
80beee9db47a5bb8398e89f4d3bf5e8e,0
28ed47d24cb495343658efe649d72f16,10
8d3cfe319236a5828b90f7f583a95313,10
1f39669340ef73a24cb4ae7c01d30790,10
775981330882cff2e7b69f0ed0e403b9,10
c9178480d077960e6fc5ac81f540744b,0
33eb3fed60efe073f4ab48e47dd331b0,10
c209543ae26e3e875982b439c714cc4c,0
6cef6ef2ae4856b757089f470b4c62e5,10
5be5a9f767aeb30f2fd5041b05a58c6b,0
85d49e0882f02adffb9cf119aefac524,10
0cee3e89d351946b0c84c8d4097be758,10
95acb9808b5c90825f72b5bcac1bbd7a,0
5d058b75ed4a3c0da84424d162a44961,10
08e2f8d14341767216f59203f1496b3d,0
7807839283d862e28d79f19491127b6d,0
c397a92a871c027b418ce72e4b2fbec4,10
234b8a5ebf71ca76f7ae1f4ef019abc3,10
9c064997e8160de9a413ec677a4a23ae,0
5b6b177cd3a4417716a21428e5c36b96,0
96e590a9371ea61de3a1e8f7e3e220f0,10
887ad91a614f25004194f44086f2695d,0
028694d0932cebf0665923b939b3835b,10
0939c508e78df2b3724df9d673e34b93,0
04ceab4d0c1ed7f6b31ab269538daff8,10
c149d5d4338e0c2fc37cc36b2824f3dd,0
7b621aca0dc70cdb69d028cb1ae50118,0
09d84d9bdf322f5e7627d0af297e1b53,0
0da8d445720f3f7a6e0c24ac80f34385,10
a733cda78afaef4c32d726954ca8441f,0
64de239df239c7ee9eb8a4a17ca82342,10
05b33a16840b8a5d9c3abb5329a37ac6,10
db9eadc25438c3598b46019fe16c16c3,10
cc83a6492dfd189223f8e6824d0b91e2,10
23694822ca72ff645ddcb220cff2d9db,10
d324718133127e4b0fa9fe7b192c2ebc,0
e920a38aad6ae5091e8c3f9c7cf689df,10
37390b67e517d8346d4bca3a54d3ebfc,10
3815584b18a642fb8a09f89d33b96dd1,10
4177ee79638a4ed46375525ec94135da,10
14d8d792a2552b8520166af48b01189c,10
b25cdfa6655be62ccaa05840f7e4e3c2,0
5fea792415aa2f8688db4fb02e3523db,0
765e45787201c15ad8139d197a778e56,0
e656635c0f19048aff1071534365fc3d,10
b86590009b0c371d6251e03247467a9a,10
b2acb2b616b162266c37131095db3adb,0
2ef338822b9560a002023a6085355227,10
d29d1ed1048cdfbfb01181b8ec3310ae,10
3a2e6f12c2b3dd735f56fa7644f4efd3,10
945c33ccf30596ed7e6f53d9e2928211,10
529173d95f90b9c42cd8881cf8bfb4f2,0
8651b3c4e2a0c311817fb6541c6504a9,10
5688128ee7360d9ac2e2d5f7f5bdad3e,0
0454999d120a3d38aad473d3a3f915cf,0
17413243b6271eaf378f621332fc9567,0
75218e509a5aff68141dcdc052498dad,0
e78a67c1a7ffd5c61b118461ad6470fe,10
96323208fe5c33ef173e9de8120ddf39,10
b46531fbfba182d52dddfca362f6b12a,0
115b67f1e9c1acae3f0c8bcd6b63f2f2,0
44436831f81b4b12ecc9cf0103837e10,0
a7f10c27033f7df54b577577b75c8190,10
f6a16b2d2de44f3de1d2780d052cba50,10
6e4b911c35d98d45ac8568978786d19c,10
d06465a40c7c62df64d9f82644f06e81,0
efad2fe39322909e33313c5a665dfb0e,10
5f98bb56f3aad5d6c2d5795e5425d46f,0
d5d98c6265f13e70fb0c246a523eba43,10
7d64e56405cbe6a51bb23c7951956b13,0
90d5c21c0f242879e1ee770ff39389a4,0
4802e6d3e6632fb38e98042ec9178409,0
2c61287eeed2ee63f8fcda3b6396a2a0,10
315e9ffcdac2b88b8b4581cfc5034d83,0
dc46e44d99da060ea2ef3e7a8e51ad5f,0
46263362924122546aa83c0ff0ba2912,10
9164c6e11d3ca55e6962e6eff9fbdaa5,10
a2a69f57cf8c17eff7aed13a87e75d03,0
7e3e944d35fc73b54ee79b6810804f6a,0
7cfdddbb101d67bf0a7f73ad6d0dc8a2,10
e8ff39a433d60225c20e95028794cffe,0
e9bbd9db1310b59715817f0c5aa90394,10
774866a556c36871d07860954a16d53c,10
888806016b6c626c149f926ea124c02d,10
e2287588dd14c65850ad11c9ff6cf06a,0
f9aeec098019b18c256c9ee38b61c385,0
6005f094620e702e4fb26f606c0fbe67,10
39d6d01fd197c45a6ef72ea0c2be22a6,0
71b73e4b57c5fe0ba1c994299981cce4,0
25c3b6adcd0e520be044d7fce1fa934f,10
79e559942ccdedf6b666bce9303f8190,10
bb35b0f3553458326d5fd84e4e2a3c7e,10
1942e27d85657dfc102b84a84e4163c2,10
9bfac2e8423f94d8c34d4a870027ad3f,10
791989d9762fe709f3ca3f4103c25198,0
5bc467e5621ae0582945cd63ae09cafc,0
956527f2a825add04dce3c5e247ee038,0
b0b411130f44d5c776c0f98d9286a776,10
0e8b65906de25d6a0f8f92fdf5feceac,10
f5f4f3fbbe516153ce062cb4402f83ae,10
def0f29ad791ea8e7ac3d5dcdae9959f,0
f4a495c08a166332e7295803ebd56d61,0
fc204cbfd5a504990415a51fb27a6f3d,10
0f99c60006e6f395f14c39047525b296,0
41835c5c658372ee95ed0a2350c20d4d,10
31e71690e65c66be268e5e153f3f1a47,0
8134f9e4b0d27b694791fdb8aa2e198c,0
30fa9f17e9caedbbd134886fbc0b590a,0
504cdb0e0c73496a0f6bfebb6732352c,0
6336547758bf857d4f7b8eb24aaf6a64,0
6a52b5891de777efc68e6f8d5a2f9323,0
61850fd5859467d5ab598bde880eecbd,0
1e1c58b13dd9ed1f7d4fd1f303cbec1a,10
1290e7db715ab808900b35251e4b749f,0
3535b71581ef6c11945beefdf35daf00,10
a0573a7504f5b25676e150dc8c157606,0
ba14fc336f6a0782cbf205b3e65096d1,0
322302c722560f1d60a575c0a566e666,0
e509db03bb90d22fa7fcaeeabbcb3170,0
612c56fb79328394548fa8ed53fb007d,10
800f04e01867a5565f44ca1958e5054d,0
76888037aae83f2bf717990f6027ecbc,10
c5e964f1e612ca7305b228693ab82749,10
8245c6b5dfd2e9a7f34975dd303c8754,10
1410a9784b18688838475d162e769795,0
e493710937ec6b1d05c46626eda7ab75,10
d1d2a9023b867d7c0e6a062ed7783753,10
181633bf4bc42cbb18012bcb8b8cf63e,0
76efe5113ae4f6a1e2660566cdef2c26,0
e7716ac00ffc899f50cf939f0553d11a,0
919803d8d7ecf9501660a4a7bbdd9a3b,10
d1f9d6efe67aa4f8734902ebe0dfafb6,10
2b3281dcb575f15fde79657ac6639449,0
e51202ebbae3b6f1c57ec8bfeaceed5c,0
697ae707a145f34597345b043cbe602b,10
bb42b88592b88532b4daf97180d07e1b,10
81e513d14a6cf286c2054fa9267a70af,0
2f80c1e0e39a3375e1f853280abcf16d,10
764d57d0c7e63dad790538cd43b03535,0
fbe9c06cb9a78224b07566872274a7f4,10
f53a69b6a830c0d4068b0a094f352cbd,10
6c1ec580c4415f3df9076ed263311569,0
cca85bcb6eb4741f20510e568b2d16d7,10
93a5b270b14cea81998d09f757b360c3,10
6a13350006f1f21865eb5e3c0b579cfe,0
1c595e4e859cb09b3abe3e9bfbbacf26,10
05b4930b6f7653e7db1ac027b8b1b7ef,10
3d08232b0b9fbed8b441dd8ceacd098b,0
4daf4236dfe8679d512fb15f66c81600,10
3fa11e37e9bf1d1dbcd2be01a4d5e6a0,0
bb2b185197424bead81665e000d0dae2,0
21a552635892cc6d6487fe83feadc44d,10
7103e62f5d1c715735ecedbbed263ddb,10
9d6841351ffeeac7c9d422fd0b7d350d,0
87f37e0e5046e73aee881aa913756b62,10
981be6616482ef2478abcf6136660f24,0
fa2a7298a53915ac5c4b19f299a98f5f,10
6ab910a7026608bf963e3463f59e8fdc,10
0c543a9152c72e6f0d4774403d3afe42,10
e1a43fd57783f9181522057e81b0ae12,0
7f94fe770012a11eb76ef23cf4ea8fdc,0
706bcf4d075bcf7c18ca7d65751c5e56,10
abc4e47e1f16ccd94797eca6a7c20193,10
d06557dd558304e9653a574f84606cea,10
9da86b841ca5c0ae5f93a59df4b60fc7,10
5bbea26eb651c9d2ffa7f13359eab5c2,0
39095425db7b295b604ef6952fe1fd20,10
6af6d88b29deea37c68303eacd21fc43,10
14f550416d16f4687cde8f56e4779174,10
024ad19ac072c831af8f6035ba27efc9,0
71aff90a79d9c733ea32a1c51da1b48d,10
e90e91e71b656a6f79cee95663b9a6c0,10
dc02400d6a02da59786ae69519b7d6ef,10
3354bac6870f9c16ee389c9fedf3a68f,0
24baf829cbdc9bf78460d2a874f2a259,10
ded317d21b9e9448b8554289380e8527,0
548ab64ef58bcfae6442d47b3ba8c85c,10
d65b6c0abc675f7a6140e00191180503,0
8f3d3f07865ba88497ea8601465f5ba3,10
5f74af2da85303526c410bba1454413f,0
0a8897e5071709954b2ae74f6ce3347a,10
15a2c720f4a36def1474eeb81360f11f,0
4874fb21a56ebbe8443f0bbf85716a11,0
62c9614e6a2a8947051ed568a496bda7,0
89d1b2d26f09e671a4215d3504242300,0
da8ec5f1ed77b1eb341de7a77c6b304a,10
a280cc44af7a3500b3e20dfa225b89c5,0
39fb01427833347b9c4183b5f6c0e2d0,0
183f42989bea1df6a10e01d617c47208,0
c32a2ceeffcb594d3b70cebc3c13b913,10
4c230d38a101c115d56c87a1c2f942e0,0
cc75e35ae2b6b84d2143157962a2cf38,10
78bf2a72623b0b7733a82ef8d8cebcec,10
07ff9c1ef4a37168595013d5d8b789e9,10
f436b5833dadd7a0c4bbdbc6b5c236bd,10
80669b970923ae6fbbd609faa77d0a09,10
57ee277de5674bc76f4208845eabf670,10
9985de989a5d30b5e790c888dd5088bc,0
b872aad117c6dd0fb37d92968d567ea0,0
c1ab1af75a916f901dfe26ea23ac549d,10
19003957dd38f20b9a1c055b090c489a,10
2cde2e02b064028b0748fbedcf2acf1c,10
c604807cd9eb2fae761e1518cd85fe2b,0
0b0aa80c80f6d9d5a7dafb5a1c9f47cc,0
c26da0b35b34f7d222d896e04120b86b,10
b8494748c3d08d96111e290e7f81a7f9,10
1c0362dcaf3904f718b1d11d96308087,10
7d570466831eee1eb1514114ff8a0d7e,0
caa3e600c3bf350e785b6b21f429843f,0
6bca5249e96767a0b0bc2f6a41c751e7,0
0291f6b5794d5fc8feaa21ea58d4067d,0
f54ac358c4f8785bb0565cb4cbb98a89,0
415ce1df0b7af2fd4b7af5e2ca63acde,10
d27f095325ed1ea29a2fa9943970aa0d,10
49cff7d84db18271d7ef98c599bd3bbc,10
5ed076f400afb6c2b775460c3b2dc808,10
0c9baaef8e84e1b67cbcddc74b20163b,0
98435cf132d4b24201035a3837279c27,10
9f71bbb8ce90eb749af0700c47cbf8db,0
db97663aa6e139c87bbc1608abf88f16,10
96a2af653cae7788c03162b4157af864,10
847c5018f841f373f34f54ed33a0230c,10
9260eccb788adbddfd8ea77c4d7b542a,10
753754445b84896c49fe89f543eabf12,0
38fe6077c823aeb46b346fbbc57ab69f,0
2afc49feb38cd36de8f0ca9d61f3a43c,10
c5e3664fccd5947eace9e814a32a857f,0
ee8a17e503b66e1f7282cada4cabc8fe,10
9158f184ab32b9a7c81d8865a76326f7,0
8ba7b9bd473662ac58650ef0962e2365,10
28a348a44f88ebec9c92fa7a6f46452f,0
4d7d4e7d5f28595267bde21eac6f4fca,10
a217c95635e09d41c0204349c33a498e,10
824dc4a5a28e1c53a7ed411bc0f24d6f,10
731eaae83e8ded609e44f5967ed7f3ff,0
98af00ff4febf001598e11b69b940490,10
b37f140d33a438b8f8a4a860e1da1621,10
c1356d33fd3bca4ecc7b947974785637,10
1b230ced3932dcae221d3db11f46c5e7,0
a42d6ae7ec93faec83b87ee380175079,10
7e24a08fb4b4f2253822f1729c0a75af,10
6bb0408ae9820b76d2d7633eea16a760,10
175c22c0b507e8d9f8bdd98cb4eb1cbb,0
330d36c0b9825d724c33f6eed72ab088,0
b75f9d488349e25287722847422aa860,10
bb3ffe8a33baa7da6ae0c9e635f60a99,10
a72192c8de1ee5b9f596b8e6fc62d8f9,0
f87445c22de7af1601fcf03c92172c60,0
052131592292356385770596e9d98382,0
110aa6584974141e131e7da681f6a629,10
4d2f7ed4839782efcae6919eaba24468,10
16282e5248745d8aa1591e00327da806,10
354f6d5c01ba766cfb677df470225472,10
95684354f6017d8ca64ff7b64430bfe8,10
81f53c85ffe41575e79547eebdd8a53d,0
49b97a96408bac132f0e3b1f93bffd33,0
fc05d80955cd235531a8f9589d27a51b,0
23f2d9c38dc0fa27a4d31889d6126db3,10
53fea241217ff90115c5c07764273e9e,10
9caa7d14c2ca6c11ce10a0bc978768b6,10
a240c12ef040e41bc9d9219c18254a15,10
58f7ba4ebfd343943d56c5c9d89b73c0,0
433a65f2ad7a7994b286fcb3fb9e6716,10
f254e68f3d654aa1c9473e92853e6713,10
5fae448bed137dee7769ddd4352cea33,0
262d366f0d411d7b4a93014923b4e287,10
7ba1f98cf61e1d60baa4626a396914b3,0
298bd6e6079099126968e8562867faa9,10
0f4bc2b97a95952e47bd95f5622b28e8,0
77fb968cea5430b59d6c0bd99588aaa0,10
538d7b0f02070fceae31aa307d48862d,0
94a7b1d7e18f02f084630af4c578b180,10
e3cff1a424bda3abdd8948d03a37483d,0
1a209d39e86eb5c0fcc1a5ff8e2b5920,0
e289dbedaba74348af1a46ef6a9b3af6,0
b7658fdc72dae5522f64ffa1230c4d8c,0
5bfc271935cb8fee08a1a2c48ca0a807,0
a81e53cf1b250dba06ab2b243de3c247,10
ebe1ebaf0ac4d3c424d5908a900d8adb,0
45e4fa7aff1775c3d0d8a1c42218204c,10
09a5eb097334975697500f8d29f2414e,10
3d7d35e613ef54d96ce9f723d9dcfba6,0
ca7c043b5ce545d8acf477a80347baae,0
226026d70693964d656719701dce1dad,0
0868a6ef43e659a13ddbf4f9397edf43,10
8a70f1658da64cf4619c948402296cbc,10
a1b62fc66c5b6a8f3876023f9ff28ddd,10
851c93ebd8a0172397729f5b06a54383,10
6e9a5062039fe83b4bd29fec51a92e35,0
ee17421f49e9d5961b177a63b5edc394,10
d02dc353b15bee367e1ea3039626e9e3,0
ee3b9d230be65198030843477b1bf04d,10
d5daac6b2db82269f64b2171b9192ea5,10
e5f275aa4672f9c7009582260f5bb841,0
baf8d965bcddcccfbaca8825af503d90,10
9a3d7108932c882512fa69d62e9f4cc8,0
2c600ae736c8a3523dcc231fb8af72e6,10
3d98b26aee928ac3d97f14583d482eb8,0
9cc6025898988804577a6c8d96590fc9,10
c08407920d241a4d574b4a86ac3a5d73,0
41341b07d64ea2bb6243cf32f4f22045,0
82684133054e1440cdb723cbd54b1997,0
9ae6081a488c354a56ff124a49310067,0
cb4db2421ce8d93108d9d398f06a6172,10
71b9eb6de61667b1c0cef4498fc9d3c1,10
6db41808f501da5226678bd38e38e634,10
edbfe10ff3d95aea4e3ac58a34bf2574,10
41f7b0bbea139d51b232ed931e580b95,10
3bdb4004d29df08f71d35dd69a74d59a,10
fc95200033e5e7d5bfa22a2220bd6460,10
ec6b14009788eae978eeb0e8b275979b,10
472144250c4f39bba2ee2642330d6ab2,10
7b629026693495bf4b5bf468f9e4d29d,0
a9b76f60b027e5006898aaab112c97fe,0
647a0ae14307f2905a9ea00de8bdfed0,0
9ad86bfdc67c8c2457679b6cf70a1102,10
e10322d096a49233407a35206285fd59,0
66bf48fcd5c3391569a28cfaa88263f0,10
9e7265ac54016460a9516331b026a75c,10
a350bc4ec190562729bb2d4f69ef4dc5,0
172600c55239383e18289741f4a4f507,10
816265c8b3fda92cd5f7cd2a366c3dd6,10
a9db0f6374fb19f1e1473eb073630907,10
a3e3344f570225f2bb8ceb30de9ea0bc,0
22c243e3c76c945b7cfcaef2a737c957,10
a75080d76f2ce46a19c12802d346b6c0,10
71b4cc997742f7dcfced4984e1ec8fb8,0
