participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.Belief,player.Age,player.Gender,player.Education,player.Family,player.Kids,player.Income,player.ZIP,player.Comprehension,player.Usage,player.Temp,player.Accuracy,player.Credibility,player.CLICCS1,player.CLICCS2,player.openText,player.Risk_General,player.Risk_Weather,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
239,k1kh1b9v,,1,22,21,Outro,Results,2021-04-05 19:58:17.215486+00:00,1,,,0.00,239,30,41,not specified,5,widowed,4,0,20149,yes,1,4,2,4,lorem ipsum 1,lorem ipsum 2,hello world!,6,7,0.00,1,1,0kihcn1h,,,,,0
240,q3r8li32,,1,22,21,Outro,Results,2021-04-05 19:58:17.239440+00:00,1,,,10.00,240,35,29,not specified,8,widowed,3,5,20149,yes,4,2,2,4,lorem ipsum 1,lorem ipsum 2,hello world!,0,7,0.00,1,1,0kihcn1h,,,,,0
241,wuk9t8bf,,1,22,21,Outro,Results,2021-04-05 19:58:17.264554+00:00,1,,,0.00,241,33,8,not specified,3,widowed,3,3,20149,yes,4,15,2,0,lorem ipsum 1,lorem ipsum 2,hello world!,4,3,0.00,1,1,0kihcn1h,,,,,0
242,m4ahrcw1,,1,22,21,Outro,Results,2021-04-05 19:58:17.290371+00:00,1,,,10.00,242,10,40,not specified,1,widowed,4,4,20149,yes,4,12,4,0,lorem ipsum 1,lorem ipsum 2,hello world!,7,8,0.00,1,1,0kihcn1h,,,,,0
243,m7m7fazf,,1,22,21,Outro,Results,2021-04-05 19:58:17.315581+00:00,1,,,0.00,243,21,30,not specified,4,widowed,3,1,20149,yes,2,12,3,2,lorem ipsum 1,lorem ipsum 2,hello world!,6,4,0.00,1,1,0kihcn1h,,,,,0
244,iykfty44,,1,22,21,Outro,Results,2021-04-05 19:58:17.339956+00:00,1,,,10.00,244,25,42,not specified,2,widowed,2,3,20149,yes,1,16,3,4,lorem ipsum 1,lorem ipsum 2,hello world!,2,10,0.00,1,1,0kihcn1h,,,,,0
245,am1wd2cc,,1,22,21,Outro,Results,2021-04-05 19:58:17.364356+00:00,1,,,0.00,245,22,39,not specified,2,widowed,4,4,20149,yes,0,24,0,2,lorem ipsum 1,lorem ipsum 2,hello world!,9,4,0.00,1,1,0kihcn1h,,,,,0
246,plgruvxt,,1,22,21,Outro,Results,2021-04-05 19:58:17.389042+00:00,1,,,10.00,246,3,62,not specified,8,widowed,1,1,20149,yes,4,14,3,3,lorem ipsum 1,lorem ipsum 2,hello world!,9,5,0.00,1,1,0kihcn1h,,,,,0
247,50oejigr,,1,22,21,Outro,Results,2021-04-05 19:58:17.414996+00:00,1,,,10.00,247,9,7,not specified,1,widowed,2,2,20149,yes,4,34,2,4,lorem ipsum 1,lorem ipsum 2,hello world!,1,8,0.00,1,1,0kihcn1h,,,,,0
248,71qzv5id,,1,22,21,Outro,Results,2021-04-05 19:58:17.439245+00:00,1,,,10.00,248,11,28,not specified,5,widowed,2,5,20149,yes,0,3,2,2,lorem ipsum 1,lorem ipsum 2,hello world!,2,7,0.00,1,1,0kihcn1h,,,,,0
249,hl5e4wv6,,1,22,21,Outro,Results,2021-04-05 19:58:17.464138+00:00,1,,,0.00,249,13,7,not specified,6,widowed,1,1,20149,yes,1,16,0,3,lorem ipsum 1,lorem ipsum 2,hello world!,3,10,0.00,1,1,0kihcn1h,,,,,0
250,9csg1pgj,,1,22,21,Outro,Results,2021-04-05 19:58:17.488715+00:00,1,,,0.00,250,21,37,not specified,3,widowed,4,0,20149,yes,4,15,2,1,lorem ipsum 1,lorem ipsum 2,hello world!,8,10,0.00,1,1,0kihcn1h,,,,,0
251,8quyvj3b,,1,22,21,Outro,Results,2021-04-05 19:58:17.513049+00:00,1,,,10.00,251,35,59,not specified,1,widowed,4,2,20149,yes,2,2,2,0,lorem ipsum 1,lorem ipsum 2,hello world!,8,3,0.00,1,1,0kihcn1h,,,,,0
252,hoedl8vp,,1,22,21,Outro,Results,2021-04-05 19:58:17.538047+00:00,1,,,10.00,252,5,10,not specified,0,widowed,4,1,20149,yes,2,6,3,0,lorem ipsum 1,lorem ipsum 2,hello world!,9,1,0.00,1,1,0kihcn1h,,,,,0
253,fztwptn3,,1,22,21,Outro,Results,2021-04-05 19:58:17.562975+00:00,1,,,0.00,253,20,5,not specified,4,widowed,4,4,20149,yes,4,6,3,0,lorem ipsum 1,lorem ipsum 2,hello world!,7,2,0.00,1,1,0kihcn1h,,,,,0
254,540lbmer,,1,22,21,Outro,Results,2021-04-05 19:58:17.590627+00:00,1,,,10.00,254,31,48,not specified,3,widowed,2,1,20149,yes,0,24,2,3,lorem ipsum 1,lorem ipsum 2,hello world!,5,8,0.00,1,1,0kihcn1h,,,,,0
255,z5cukxzv,,1,22,21,Outro,Results,2021-04-05 19:58:17.614373+00:00,1,,,10.00,255,17,65,not specified,2,widowed,2,1,20149,yes,1,31,1,2,lorem ipsum 1,lorem ipsum 2,hello world!,7,5,0.00,1,1,0kihcn1h,,,,,0
256,d2v28w0b,,1,22,21,Outro,Results,2021-04-05 19:58:17.638879+00:00,1,,,0.00,256,30,17,not specified,4,widowed,4,5,20149,yes,3,8,3,0,lorem ipsum 1,lorem ipsum 2,hello world!,9,3,0.00,1,1,0kihcn1h,,,,,0
257,kuejpz8q,,1,22,21,Outro,Results,2021-04-05 19:58:17.663137+00:00,1,,,0.00,257,5,35,not specified,2,widowed,1,5,20149,yes,3,16,1,2,lorem ipsum 1,lorem ipsum 2,hello world!,7,3,0.00,1,1,0kihcn1h,,,,,0
258,5njq2uss,,1,22,21,Outro,Results,2021-04-05 19:58:17.687403+00:00,1,,,0.00,258,21,27,not specified,2,widowed,4,5,20149,yes,1,21,0,1,lorem ipsum 1,lorem ipsum 2,hello world!,1,8,0.00,1,1,0kihcn1h,,,,,0
259,taopl83i,,1,22,21,Outro,Results,2021-04-05 19:58:17.713085+00:00,1,,,0.00,259,10,48,not specified,2,widowed,4,0,20149,yes,3,17,3,2,lorem ipsum 1,lorem ipsum 2,hello world!,5,9,0.00,1,1,0kihcn1h,,,,,0
260,3xhtjrgh,,1,22,21,Outro,Results,2021-04-05 19:58:17.738832+00:00,1,,,10.00,260,32,31,not specified,6,widowed,0,3,20149,yes,1,24,1,2,lorem ipsum 1,lorem ipsum 2,hello world!,9,5,0.00,1,1,0kihcn1h,,,,,0
261,dw16u48f,,1,22,21,Outro,Results,2021-04-05 19:58:17.768605+00:00,1,,,10.00,261,1,62,not specified,4,widowed,3,4,20149,yes,0,17,2,3,lorem ipsum 1,lorem ipsum 2,hello world!,3,0,0.00,1,1,0kihcn1h,,,,,0
262,0hp4wk3l,,1,22,21,Outro,Results,2021-04-05 19:58:17.800890+00:00,1,,,0.00,262,7,16,not specified,4,widowed,1,2,20149,yes,5,15,1,0,lorem ipsum 1,lorem ipsum 2,hello world!,9,5,0.00,1,1,0kihcn1h,,,,,0
263,sxjks1bx,,1,22,21,Outro,Results,2021-04-05 19:58:17.834046+00:00,1,,,10.00,263,28,34,not specified,2,widowed,1,0,20149,yes,5,5,3,4,lorem ipsum 1,lorem ipsum 2,hello world!,10,7,0.00,1,1,0kihcn1h,,,,,0
264,m7c3vaa2,,1,22,21,Outro,Results,2021-04-05 19:58:17.859190+00:00,1,,,10.00,264,30,48,not specified,2,widowed,2,5,20149,yes,4,11,3,4,lorem ipsum 1,lorem ipsum 2,hello world!,3,0,0.00,1,1,0kihcn1h,,,,,0
265,28441isl,,1,22,21,Outro,Results,2021-04-05 19:58:17.884167+00:00,1,,,0.00,265,34,28,not specified,4,widowed,0,3,20149,yes,0,25,2,0,lorem ipsum 1,lorem ipsum 2,hello world!,9,9,0.00,1,1,0kihcn1h,,,,,0
266,2qfsa4fy,,1,22,21,Outro,Results,2021-04-05 19:58:17.910390+00:00,1,,,0.00,266,34,21,not specified,2,widowed,2,1,20149,yes,4,7,3,0,lorem ipsum 1,lorem ipsum 2,hello world!,5,8,0.00,1,1,0kihcn1h,,,,,0
267,foqaldpz,,1,22,21,Outro,Results,2021-04-05 19:58:17.934142+00:00,1,,,10.00,267,2,51,not specified,7,widowed,3,0,20149,yes,1,27,3,1,lorem ipsum 1,lorem ipsum 2,hello world!,9,5,0.00,1,1,0kihcn1h,,,,,0
268,cpvozz4p,,1,22,21,Outro,Results,2021-04-05 19:58:17.958598+00:00,1,,,0.00,268,6,23,not specified,2,widowed,4,3,20149,yes,4,29,4,4,lorem ipsum 1,lorem ipsum 2,hello world!,0,7,0.00,1,1,0kihcn1h,,,,,0
269,m15z65xa,,1,22,21,Outro,Results,2021-04-05 19:58:17.983469+00:00,1,,,0.00,269,30,19,not specified,0,widowed,4,0,20149,yes,0,13,4,3,lorem ipsum 1,lorem ipsum 2,hello world!,1,4,0.00,1,1,0kihcn1h,,,,,0
270,1y28fsqc,,1,22,21,Outro,Results,2021-04-05 19:58:18.007364+00:00,1,,,10.00,270,34,15,not specified,0,widowed,4,5,20149,yes,4,13,0,3,lorem ipsum 1,lorem ipsum 2,hello world!,6,4,0.00,1,1,0kihcn1h,,,,,0
271,qvfpzdco,,1,22,21,Outro,Results,2021-04-05 19:58:18.030466+00:00,1,,,0.00,271,4,56,not specified,7,widowed,2,0,20149,yes,1,27,1,0,lorem ipsum 1,lorem ipsum 2,hello world!,2,1,0.00,1,1,0kihcn1h,,,,,0
272,z8d4phq8,,1,22,21,Outro,Results,2021-04-05 19:58:18.054208+00:00,1,,,0.00,272,29,6,not specified,7,widowed,4,5,20149,yes,1,15,3,3,lorem ipsum 1,lorem ipsum 2,hello world!,9,3,0.00,1,1,0kihcn1h,,,,,0
273,wiaxh4eg,,1,22,21,Outro,Results,2021-04-05 19:58:18.078284+00:00,1,,,0.00,273,23,30,not specified,7,widowed,4,2,20149,yes,1,27,2,0,lorem ipsum 1,lorem ipsum 2,hello world!,7,8,0.00,1,1,0kihcn1h,,,,,0
274,3mbuhkws,,1,22,21,Outro,Results,2021-04-05 19:58:18.104393+00:00,1,,,0.00,274,33,28,not specified,1,widowed,3,1,20149,yes,0,26,0,0,lorem ipsum 1,lorem ipsum 2,hello world!,5,5,0.00,1,1,0kihcn1h,,,,,0
275,4prhrjta,,1,22,21,Outro,Results,2021-04-05 19:58:18.129157+00:00,1,,,10.00,275,32,29,not specified,8,widowed,3,3,20149,yes,4,35,4,2,lorem ipsum 1,lorem ipsum 2,hello world!,8,1,0.00,1,1,0kihcn1h,,,,,0
276,fzo7d38x,,1,22,21,Outro,Results,2021-04-05 19:58:18.152907+00:00,1,,,0.00,276,29,49,not specified,7,widowed,3,2,20149,yes,2,31,1,4,lorem ipsum 1,lorem ipsum 2,hello world!,5,8,0.00,1,1,0kihcn1h,,,,,0
277,9dhbv0ag,,1,22,21,Outro,Results,2021-04-05 19:58:18.176918+00:00,1,,,10.00,277,32,36,not specified,7,widowed,4,1,20149,yes,1,27,2,1,lorem ipsum 1,lorem ipsum 2,hello world!,9,9,0.00,1,1,0kihcn1h,,,,,0
278,uvwlpnft,,1,22,21,Outro,Results,2021-04-05 19:58:18.201707+00:00,1,,,0.00,278,24,59,not specified,2,widowed,2,3,20149,yes,1,3,1,3,lorem ipsum 1,lorem ipsum 2,hello world!,6,0,0.00,1,1,0kihcn1h,,,,,0
279,bdncsism,,1,22,21,Outro,Results,2021-04-05 19:58:18.226293+00:00,1,,,0.00,279,10,10,not specified,4,widowed,2,5,20149,yes,0,35,4,0,lorem ipsum 1,lorem ipsum 2,hello world!,6,3,0.00,1,1,0kihcn1h,,,,,0
280,bxlh3m8r,,1,22,21,Outro,Results,2021-04-05 19:58:18.249360+00:00,1,,,10.00,280,17,2,not specified,3,widowed,0,2,20149,yes,4,23,0,4,lorem ipsum 1,lorem ipsum 2,hello world!,7,5,0.00,1,1,0kihcn1h,,,,,0
281,2zigg1hu,,1,22,21,Outro,Results,2021-04-05 19:58:18.273333+00:00,1,,,10.00,281,4,40,not specified,6,widowed,4,2,20149,yes,3,2,3,0,lorem ipsum 1,lorem ipsum 2,hello world!,8,4,0.00,1,1,0kihcn1h,,,,,0
282,qa29ca67,,1,22,21,Outro,Results,2021-04-05 19:58:18.297613+00:00,1,,,10.00,282,27,54,not specified,6,widowed,4,3,20149,yes,2,33,2,4,lorem ipsum 1,lorem ipsum 2,hello world!,3,10,0.00,1,1,0kihcn1h,,,,,0
283,ycpv8hmy,,1,22,21,Outro,Results,2021-04-05 19:58:18.322238+00:00,1,,,0.00,283,1,7,not specified,5,widowed,2,3,20149,yes,2,23,1,0,lorem ipsum 1,lorem ipsum 2,hello world!,0,5,0.00,1,1,0kihcn1h,,,,,0
284,hlextrp2,,1,22,21,Outro,Results,2021-04-05 19:58:18.345482+00:00,1,,,10.00,284,27,27,not specified,0,widowed,2,2,20149,yes,1,18,3,4,lorem ipsum 1,lorem ipsum 2,hello world!,0,5,0.00,1,1,0kihcn1h,,,,,0
285,e7s1c7fh,,1,22,21,Outro,Results,2021-04-05 19:58:18.369534+00:00,1,,,0.00,285,11,64,not specified,8,widowed,1,4,20149,yes,4,22,1,3,lorem ipsum 1,lorem ipsum 2,hello world!,8,7,0.00,1,1,0kihcn1h,,,,,0
286,yih24g5g,,1,22,21,Outro,Results,2021-04-05 19:58:18.393847+00:00,1,,,10.00,286,23,6,not specified,0,widowed,2,3,20149,yes,2,4,4,4,lorem ipsum 1,lorem ipsum 2,hello world!,4,9,0.00,1,1,0kihcn1h,,,,,0
287,g1eceq55,,1,22,21,Outro,Results,2021-04-05 19:58:18.419684+00:00,1,,,10.00,287,2,34,not specified,2,widowed,2,4,20149,yes,3,11,4,2,lorem ipsum 1,lorem ipsum 2,hello world!,1,9,0.00,1,1,0kihcn1h,,,,,0
288,b2zss2q7,,1,22,21,Outro,Results,2021-04-05 19:58:18.594663+00:00,1,,,10.00,288,15,64,not specified,2,widowed,2,5,20149,yes,1,6,0,0,lorem ipsum 1,lorem ipsum 2,hello world!,9,7,0.00,1,1,0kihcn1h,,,,,0
289,yz48xod5,,1,22,21,Outro,Results,2021-04-05 19:58:18.622938+00:00,1,,,10.00,289,22,41,not specified,3,widowed,1,5,20149,yes,2,3,3,0,lorem ipsum 1,lorem ipsum 2,hello world!,5,0,0.00,1,1,0kihcn1h,,,,,0
290,03r3sscc,,1,22,21,Outro,Results,2021-04-05 19:58:18.650030+00:00,1,,,10.00,290,21,25,not specified,7,widowed,1,2,20149,yes,0,29,2,2,lorem ipsum 1,lorem ipsum 2,hello world!,5,2,0.00,1,1,0kihcn1h,,,,,0
291,ta7vp5yb,,1,22,21,Outro,Results,2021-04-05 19:58:18.675511+00:00,1,,,10.00,291,14,18,not specified,4,widowed,2,0,20149,yes,1,32,1,0,lorem ipsum 1,lorem ipsum 2,hello world!,2,2,0.00,1,1,0kihcn1h,,,,,0
292,2uh0papw,,1,22,21,Outro,Results,2021-04-05 19:58:18.700369+00:00,1,,,10.00,292,25,21,not specified,5,widowed,2,3,20149,yes,4,2,3,3,lorem ipsum 1,lorem ipsum 2,hello world!,3,0,0.00,1,1,0kihcn1h,,,,,0
293,7pjzilho,,1,22,21,Outro,Results,2021-04-05 19:58:18.725073+00:00,1,,,10.00,293,25,20,not specified,5,widowed,3,4,20149,yes,0,19,0,3,lorem ipsum 1,lorem ipsum 2,hello world!,1,2,0.00,1,1,0kihcn1h,,,,,0
294,rbe45cmg,,1,22,21,Outro,Results,2021-04-05 19:58:18.748613+00:00,1,,,10.00,294,13,27,not specified,7,widowed,3,4,20149,yes,5,6,1,1,lorem ipsum 1,lorem ipsum 2,hello world!,7,4,0.00,1,1,0kihcn1h,,,,,0
295,brgnboeg,,1,22,21,Outro,Results,2021-04-05 19:58:18.774576+00:00,1,,,0.00,295,23,6,not specified,3,widowed,3,5,20149,yes,4,4,4,2,lorem ipsum 1,lorem ipsum 2,hello world!,4,1,0.00,1,1,0kihcn1h,,,,,0
296,5vks7ijn,,1,22,21,Outro,Results,2021-04-05 19:58:18.799431+00:00,1,,,0.00,296,27,25,not specified,4,widowed,3,1,20149,yes,0,18,4,4,lorem ipsum 1,lorem ipsum 2,hello world!,10,3,0.00,1,1,0kihcn1h,,,,,0
297,0zjipg12,,1,22,21,Outro,Results,2021-04-05 19:58:18.824045+00:00,1,,,0.00,297,18,54,not specified,2,widowed,1,1,20149,yes,3,8,1,0,lorem ipsum 1,lorem ipsum 2,hello world!,1,7,0.00,1,1,0kihcn1h,,,,,0
298,lka7gz0y,,1,22,21,Outro,Results,2021-04-05 19:58:18.848002+00:00,1,,,0.00,298,34,31,not specified,8,widowed,3,0,20149,yes,4,29,3,3,lorem ipsum 1,lorem ipsum 2,hello world!,5,7,0.00,1,1,0kihcn1h,,,,,0
299,ox7xosza,,1,22,21,Outro,Results,2021-04-05 19:58:18.871937+00:00,1,,,10.00,299,20,26,not specified,1,widowed,4,3,20149,yes,3,22,4,4,lorem ipsum 1,lorem ipsum 2,hello world!,3,1,0.00,1,1,0kihcn1h,,,,,0
300,1iqvd0kb,,1,22,21,Outro,Results,2021-04-05 19:58:18.896510+00:00,1,,,10.00,300,1,41,not specified,4,widowed,3,3,20149,yes,1,17,1,3,lorem ipsum 1,lorem ipsum 2,hello world!,3,5,0.00,1,1,0kihcn1h,,,,,0
301,8cn4j0ly,,1,22,21,Outro,Results,2021-04-05 19:58:18.921779+00:00,1,,,10.00,301,12,47,not specified,1,widowed,3,1,20149,yes,5,22,3,0,lorem ipsum 1,lorem ipsum 2,hello world!,10,7,0.00,1,1,0kihcn1h,,,,,0
302,bjk9ftdz,,1,22,21,Outro,Results,2021-04-05 19:58:18.947344+00:00,1,,,0.00,302,20,49,not specified,5,widowed,2,5,20149,yes,4,22,0,4,lorem ipsum 1,lorem ipsum 2,hello world!,9,10,0.00,1,1,0kihcn1h,,,,,0
303,vcdeveis,,1,22,21,Outro,Results,2021-04-05 19:58:18.971409+00:00,1,,,0.00,303,0,40,not specified,8,widowed,3,4,20149,yes,3,11,1,3,lorem ipsum 1,lorem ipsum 2,hello world!,9,2,0.00,1,1,0kihcn1h,,,,,0
304,54h2ggfx,,1,22,21,Outro,Results,2021-04-05 19:58:18.995090+00:00,1,,,10.00,304,11,53,not specified,4,widowed,0,2,20149,yes,5,27,0,2,lorem ipsum 1,lorem ipsum 2,hello world!,4,7,0.00,1,1,0kihcn1h,,,,,0
305,3nmjbje8,,1,22,21,Outro,Results,2021-04-05 19:58:19.020667+00:00,1,,,10.00,305,28,23,not specified,4,widowed,3,4,20149,yes,0,34,1,2,lorem ipsum 1,lorem ipsum 2,hello world!,0,9,0.00,1,1,0kihcn1h,,,,,0
306,bk38z2jk,,1,22,21,Outro,Results,2021-04-05 19:58:19.045208+00:00,1,,,10.00,306,5,33,not specified,1,widowed,3,2,20149,yes,4,24,2,0,lorem ipsum 1,lorem ipsum 2,hello world!,0,2,0.00,1,1,0kihcn1h,,,,,0
307,s0anjyda,,1,22,21,Outro,Results,2021-04-05 19:58:19.068649+00:00,1,,,10.00,307,32,29,not specified,1,widowed,4,1,20149,yes,4,15,2,2,lorem ipsum 1,lorem ipsum 2,hello world!,0,4,0.00,1,1,0kihcn1h,,,,,0
308,21dtmb09,,1,22,21,Outro,Results,2021-04-05 19:58:19.092774+00:00,1,,,0.00,308,29,30,not specified,0,widowed,1,4,20149,yes,5,7,2,2,lorem ipsum 1,lorem ipsum 2,hello world!,6,9,0.00,1,1,0kihcn1h,,,,,0
309,hupmw3ug,,1,22,21,Outro,Results,2021-04-05 19:58:19.118659+00:00,1,,,10.00,309,10,43,not specified,8,widowed,2,5,20149,yes,3,35,2,0,lorem ipsum 1,lorem ipsum 2,hello world!,2,0,0.00,1,1,0kihcn1h,,,,,0
310,ktv86iqx,,1,22,21,Outro,Results,2021-04-05 19:58:19.143974+00:00,1,,,10.00,310,8,43,not specified,8,widowed,3,5,20149,yes,4,22,4,2,lorem ipsum 1,lorem ipsum 2,hello world!,1,1,0.00,1,1,0kihcn1h,,,,,0
311,3cp6ipn7,,1,22,21,Outro,Results,2021-04-05 19:58:19.168248+00:00,1,,,10.00,311,33,43,not specified,1,widowed,1,5,20149,yes,1,8,2,1,lorem ipsum 1,lorem ipsum 2,hello world!,2,5,0.00,1,1,0kihcn1h,,,,,0
312,h6cbc7pz,,1,22,21,Outro,Results,2021-04-05 19:58:19.193292+00:00,1,,,10.00,312,14,26,not specified,4,widowed,2,4,20149,yes,2,33,2,0,lorem ipsum 1,lorem ipsum 2,hello world!,3,7,0.00,1,1,0kihcn1h,,,,,0
313,x0frvwxn,,1,22,21,Outro,Results,2021-04-05 19:58:19.218645+00:00,1,,,0.00,313,25,23,not specified,3,widowed,1,4,20149,yes,2,18,3,1,lorem ipsum 1,lorem ipsum 2,hello world!,9,2,0.00,1,1,0kihcn1h,,,,,0
314,nn2frtkg,,1,22,21,Outro,Results,2021-04-05 19:58:19.244413+00:00,1,,,0.00,314,31,2,not specified,1,widowed,3,5,20149,yes,4,27,3,2,lorem ipsum 1,lorem ipsum 2,hello world!,9,9,0.00,1,1,0kihcn1h,,,,,0
315,hwtyk4wr,,1,22,21,Outro,Results,2021-04-05 19:58:19.269959+00:00,1,,,10.00,315,0,29,not specified,2,widowed,2,1,20149,yes,0,0,2,4,lorem ipsum 1,lorem ipsum 2,hello world!,8,8,0.00,1,1,0kihcn1h,,,,,0
316,uoaa7bwq,,1,22,21,Outro,Results,2021-04-05 19:58:19.295471+00:00,1,,,10.00,316,31,58,not specified,0,widowed,4,2,20149,yes,0,12,4,0,lorem ipsum 1,lorem ipsum 2,hello world!,8,1,0.00,1,1,0kihcn1h,,,,,0
317,03im0jf8,,1,22,21,Outro,Results,2021-04-05 19:58:19.319735+00:00,1,,,0.00,317,28,12,not specified,5,widowed,2,4,20149,yes,0,26,1,3,lorem ipsum 1,lorem ipsum 2,hello world!,10,7,0.00,1,1,0kihcn1h,,,,,0
318,q8vicsk2,,1,22,21,Outro,Results,2021-04-05 19:58:19.345245+00:00,1,,,10.00,318,33,34,not specified,2,widowed,1,0,20149,yes,3,16,0,4,lorem ipsum 1,lorem ipsum 2,hello world!,0,1,0.00,1,1,0kihcn1h,,,,,0
319,a1qkhh1m,,1,22,21,Outro,Results,2021-04-05 19:58:19.371950+00:00,1,,,0.00,319,31,14,not specified,1,widowed,0,0,20149,yes,5,34,2,3,lorem ipsum 1,lorem ipsum 2,hello world!,5,10,0.00,1,1,0kihcn1h,,,,,0
